6.834244080145719,3.1466627915407686,486.40437158469945,70.49336582755849,12.684426229508198,10.72338717491866,88.7737795992714,2.6230519729312576,37.42688979963571,1.4985815481127611
61.11111111111109,18.58903480796735,7.49586111008302,-2.4567870101079023,0.8722181507415145,-0.851989468643047
